"kri","ggi_indicator","nom","business_label","sub_business_label","comment","snapshot_date","pending_date","traitement","exposure_days"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13462","Alice Dupont #1117","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69008","Bob Martin #1118","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12343","Charlie Durand #1120","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","13468","Alice Dupont #1123","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","69014","Bob Martin #1124","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","12349","Charlie Durand #1126","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","13474","Alice Dupont #1129","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","69020","Bob Martin #1130","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","12355","Charlie Durand #1132","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","13480","Alice Dupont #1135","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","69026","Bob Martin #1136","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","12361","Charlie Durand #1138","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","13486","Alice Dupont #1141","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","69032","Bob Martin #1142","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","12367","Charlie Durand #1144","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13492","Alice Dupont #1147","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69038","Bob Martin #1148","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12373","Charlie Durand #1150","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","13498","Alice Dupont #1153","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","69044","Bob Martin #1154","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","12379","Charlie Durand #1156","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","13504","Alice Dupont #1159","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","69050","Bob Martin #1160","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","12385","Charlie Durand #1162","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","13510","Alice Dupont #1165","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","69056","Bob Martin #1166","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","12391","Charlie Durand #1168","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","13516","Alice Dupont #1171","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","69062","Bob Martin #1172","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","12397","Charlie Durand #1174","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13522","Alice Dupont #1177","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69068","Bob Martin #1178","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12403","Charlie Durand #1180","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","13528","Alice Dupont #1183","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","69074","Bob Martin #1184","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","12409","Charlie Durand #1186","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","13534","Alice Dupont #1189","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","69080","Bob Martin #1190","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","12415","Charlie Durand #1192","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","13540","Alice Dupont #1195","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","69086","Bob Martin #1196","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","12421","Charlie Durand #1198","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","13546","Alice Dupont #1201","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","69092","Bob Martin #1202","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","12427","Charlie Durand #1204","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13552","Alice Dupont #1207","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69098","Bob Martin #1208","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12433","Charlie Durand #1210","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","13558","Alice Dupont #1213","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","69104","Bob Martin #1214","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","12439","Charlie Durand #1216","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","13564","Alice Dupont #1219","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","69110","Bob Martin #1220","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","12445","Charlie Durand #1222","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","13570","Alice Dupont #1225","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","69116","Bob Martin #1226","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","12451","Charlie Durand #1228","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","13576","Alice Dupont #1231","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","69122","Bob Martin #1232","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","12457","Charlie Durand #1234","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13582","Alice Dupont #1237","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69128","Bob Martin #1238","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12463","Charlie Durand #1240","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","13588","Alice Dupont #1243","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","69134","Bob Martin #1244","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","12469","Charlie Durand #1246","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","13594","Alice Dupont #1249","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","69140","Bob Martin #1250","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","12475","Charlie Durand #1252","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","13600","Alice Dupont #1255","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","69146","Bob Martin #1256","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","12481","Charlie Durand #1258","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","13606","Alice Dupont #1261","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","69152","Bob Martin #1262","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","12487","Charlie Durand #1264","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","13612","Alice Dupont #1267","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","69158","Bob Martin #1268","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","12493","Charlie Durand #1270","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
